<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
KRME.XXBTZUSD;D;20220728;000000;22965.3000000;24198.8000000;22487.9000000;23858.7000000;6009
KRME.XXBTZUSD;D;20220729;000000;23850.3000000;24499.3000000;23442.9000000;23776.3000000;4585
KRME.XXBTZUSD;D;20220730;000000;23784.6000000;24699.8000000;23525.6000000;23642.9000000;3210
KRME.XXBTZUSD;D;20220731;000000;23646.5000000;24175.0000000;23251.2000000;23321.0000000;2351
KRME.XXBTZUSD;D;20220801;000000;23321.1000000;23524.8000000;22866.4000000;23275.0000000;3186
KRME.XXBTZUSD;D;20220802;000000;23275.0000000;23469.1000000;22649.1000000;22994.0000000;3521
KRME.XXBTZUSD;D;20220803;000000;22994.0000000;23650.0000000;22700.0000000;22827.9000000;4136
KRME.XXBTZUSD;D;20220804;000000;22827.7000000;23225.0000000;22400.0000000;22622.5000000;3218
KRME.XXBTZUSD;D;20220805;000000;22621.6000000;23477.7000000;22592.5000000;23325.7000000;5273
KRME.XXBTZUSD;D;20220806;000000;23313.9000000;23341.8000000;22926.0000000;22955.7000000;1677
KRME.XXBTZUSD;D;20220807;000000;22960.8000000;23400.0000000;22845.7000000;23179.5000000;1858
KRME.XXBTZUSD;D;20220808;000000;23179.5000000;24285.3000000;23168.2000000;23822.3000000;3649
KRME.XXBTZUSD;D;20220809;000000;23819.2000000;23911.3000000;22890.3000000;23162.4000000;2969
KRME.XXBTZUSD;D;20220810;000000;23162.4000000;24200.0000000;22685.0000000;23958.8000000;5640
KRME.XXBTZUSD;D;20220811;000000;23960.0000000;24901.0000000;23862.1000000;23956.2000000;4554
KRME.XXBTZUSD;D;20220812;000000;23956.2000000;24472.4000000;23600.0000000;24416.7000000;3187
KRME.XXBTZUSD;D;20220813;000000;24416.7000000;24887.3000000;24304.4000000;24446.0000000;2445
KRME.XXBTZUSD;D;20220814;000000;24452.0000000;25045.7000000;24168.0000000;24313.6000000;2007
KRME.XXBTZUSD;D;20220815;000000;24315.3000000;25200.0000000;23789.5000000;24107.4000000;3987
KRME.XXBTZUSD;D;20220816;000000;24102.9000000;24249.6000000;23673.1000000;23867.0000000;4075
KRME.XXBTZUSD;D;20220817;000000;23867.0000000;24438.0000000;23193.1000000;23336.2000000;4532
KRME.XXBTZUSD;D;20220818;000000;23336.2000000;23590.0000000;23106.4000000;23192.3000000;1905
KRME.XXBTZUSD;D;20220819;000000;23192.4000000;23192.4000000;20805.0000000;20832.2000000;6697
KRME.XXBTZUSD;D;20220820;000000;20833.2000000;21368.4000000;20778.0000000;21139.9000000;2228
KRME.XXBTZUSD;D;20220821;000000;21139.8000000;21812.8000000;21062.9000000;21514.4000000;2572
KRME.XXBTZUSD;D;20220822;000000;21517.7000000;21521.1000000;20904.7000000;21410.4000000;2751
KRME.XXBTZUSD;D;20220823;000000;21410.3000000;21660.0000000;20900.0000000;21524.0000000;2659
KRME.XXBTZUSD;D;20220824;000000;21523.6000000;21904.4000000;21157.6000000;21375.1000000;2331
KRME.XXBTZUSD;D;20220825;000000;21375.0000000;21811.9000000;21320.4000000;21566.0000000;1888
KRME.XXBTZUSD;D;20220826;000000;21561.3000000;21875.0000000;20097.5000000;20251.9000000;5813
KRME.XXBTZUSD;D;20220827;000000;20241.9000000;20362.5000000;19829.1000000;20032.7000000;2075
KRME.XXBTZUSD;D;20220828;000000;20032.9000000;20154.8000000;19525.8000000;19539.8000000;1841
KRME.XXBTZUSD;D;20220829;000000;19539.8000000;20413.0000000;19539.7000000;20296.4000000;3340
KRME.XXBTZUSD;D;20220830;000000;20290.6000000;20576.4000000;19555.0000000;19812.4000000;4000
KRME.XXBTZUSD;D;20220831;000000;19814.2000000;20473.4000000;19814.2000000;20052.6000000;4013
KRME.XXBTZUSD;D;20220901;000000;20049.4000000;20195.0000000;19560.0000000;20127.8000000;2830
KRME.XXBTZUSD;D;20220902;000000;20127.8000000;20434.9000000;19764.3000000;19954.6000000;3595
KRME.XXBTZUSD;D;20220903;000000;19954.0000000;20047.4000000;19655.6000000;19834.9000000;1410
KRME.XXBTZUSD;D;20220904;000000;19833.3000000;20010.0000000;19601.0000000;19995.8000000;1309
KRME.XXBTZUSD;D;20220905;000000;20000.0000000;20045.0000000;19642.9000000;19790.5000000;2418
KRME.XXBTZUSD;D;20220906;000000;19790.3000000;20171.2000000;18670.0000000;18792.9000000;7780
KRME.XXBTZUSD;D;20220907;000000;18791.0000000;19457.0000000;18550.0000000;19283.1000000;3925
KRME.XXBTZUSD;D;20220908;000000;19292.8000000;19441.8000000;19015.0000000;19322.1000000;2781
KRME.XXBTZUSD;D;20220909;000000;19322.5000000;21585.1000000;19309.4000000;21375.4000000;6608
KRME.XXBTZUSD;D;20220910;000000;21373.3000000;21800.0000000;21121.6000000;21650.4000000;2229
KRME.XXBTZUSD;D;20220911;000000;21656.6000000;21850.2000000;21363.2000000;21844.6000000;1949
KRME.XXBTZUSD;D;20220912;000000;21835.6000000;22475.0000000;21564.6000000;22401.3000000;4241
KRME.XXBTZUSD;D;20220913;000000;22397.8000000;22790.0000000;19863.2000000;20173.6000000;9153
KRME.XXBTZUSD;D;20220914;000000;20172.8000000;20525.0000000;19619.5000000;20233.0000000;4155
KRME.XXBTZUSD;D;20220915;000000;20230.6000000;20335.7000000;19509.3000000;19700.6000000;3131
KRME.XXBTZUSD;D;20220916;000000;19700.0000000;19888.3000000;19326.9000000;19795.3000000;3661
KRME.XXBTZUSD;D;20220917;000000;19795.4000000;20197.8000000;19757.0000000;20118.0000000;1890
KRME.XXBTZUSD;D;20220918;000000;20117.1000000;20119.5000000;19355.0000000;19427.0000000;2463
KRME.XXBTZUSD;D;20220919;000000;19426.9000000;19678.6000000;18223.9000000;19539.8000000;5171
KRME.XXBTZUSD;D;20220920;000000;19535.0000000;19629.1000000;18731.1000000;18870.0000000;3495
KRME.XXBTZUSD;D;20220921;000000;18869.9000000;19888.0000000;18138.4000000;18469.2000000;8200
KRME.XXBTZUSD;D;20220922;000000;18468.0000000;19500.0000000;18372.6000000;19409.1000000;3387
KRME.XXBTZUSD;D;20220923;000000;19409.0000000;19479.8000000;18543.0000000;19289.0000000;4123
KRME.XXBTZUSD;D;20220924;000000;19287.7000000;19299.0000000;18805.1000000;18928.3000000;1585
KRME.XXBTZUSD;D;20220925;000000;18928.2000000;19175.0000000;18645.9000000;18801.5000000;1829
KRME.XXBTZUSD;D;20220926;000000;18805.6000000;19307.7000000;18695.9000000;19228.1000000;4007
KRME.XXBTZUSD;D;20220927;000000;19226.8000000;20383.0000000;18833.7000000;19090.1000000;9141
KRME.XXBTZUSD;D;20220928;000000;19090.0000000;19773.3000000;18487.5000000;19400.0000000;10143
KRME.XXBTZUSD;D;20220929;000000;19400.0000000;19647.8000000;18849.1000000;19600.1000000;5282
KRME.XXBTZUSD;D;20220930;000000;19600.0000000;20177.1000000;19150.0000000;19425.2000000;8328
KRME.XXBTZUSD;D;20221001;000000;19425.1000000;19478.6000000;19172.0000000;19316.1000000;1681
KRME.XXBTZUSD;D;20221002;000000;19316.1000000;19393.7000000;18937.0000000;19057.8000000;1799
KRME.XXBTZUSD;D;20221003;000000;19060.4000000;19700.0000000;18985.7000000;19639.6000000;3506
KRME.XXBTZUSD;D;20221004;000000;19631.4000000;20475.0000000;19508.2000000;20347.9000000;5668
KRME.XXBTZUSD;D;20221005;000000;20340.9000000;20360.9000000;19754.3000000;20162.7000000;3852
KRME.XXBTZUSD;D;20221006;000000;20163.1000000;20449.8000000;19872.7000000;19955.8000000;3542
KRME.XXBTZUSD;D;20221007;000000;19955.8000000;20054.7000000;19338.4000000;19532.8000000;3678
KRME.XXBTZUSD;D;20221008;000000;19532.8000000;19615.0000000;19249.7000000;19417.5000000;1338
KRME.XXBTZUSD;D;20221009;000000;19420.0000000;19559.5000000;19335.0000000;19443.5000000;904
KRME.XXBTZUSD;D;20221010;000000;19443.5000000;19520.0000000;19040.0000000;19132.1000000;2624
KRME.XXBTZUSD;D;20221011;000000;19132.1000000;19259.4000000;18860.0000000;19050.0000000;3504
KRME.XXBTZUSD;D;20221012;000000;19050.0000000;19240.3000000;18937.3000000;19155.9000000;2166
KRME.XXBTZUSD;D;20221013;000000;19155.8000000;19498.0000000;18163.1000000;19385.5000000;8198
KRME.XXBTZUSD;D;20221014;000000;19385.4000000;19939.4000000;19083.2000000;19182.9000000;4997
KRME.XXBTZUSD;D;20221015;000000;19182.4000000;19220.0000000;19000.0000000;19068.0000000;1510
KRME.XXBTZUSD;D;20221016;000000;19070.6000000;19420.7000000;19066.8000000;19261.7000000;1539
KRME.XXBTZUSD;D;20221017;000000;19261.8000000;19667.6000000;19160.0000000;19550.9000000;3303
KRME.XXBTZUSD;D;20221018;000000;19549.8000000;19696.9000000;19110.0000000;19330.6000000;3216
KRME.XXBTZUSD;D;20221019;000000;19329.1000000;19355.7000000;19071.2000000;19124.1000000;2170
KRME.XXBTZUSD;D;20221020;000000;19124.1000000;19344.3000000;18900.3000000;19045.2000000;2850
KRME.XXBTZUSD;D;20221021;000000;19045.2000000;19243.9000000;18657.1000000;19171.4000000;3345
KRME.XXBTZUSD;D;20221022;000000;19175.7000000;19250.0000000;19123.1000000;19206.0000000;592
KRME.XXBTZUSD;D;20221023;000000;19206.0000000;19679.7000000;19080.2000000;19569.9000000;2133
KRME.XXBTZUSD;D;20221024;000000;19570.0000000;19591.3000000;19158.2000000;19332.2000000;2852
KRME.XXBTZUSD;D;20221025;000000;19330.6000000;20400.0000000;19230.4000000;20085.2000000;6739
KRME.XXBTZUSD;D;20221026;000000;20085.3000000;21021.2000000;20071.1000000;20775.9000000;4884
KRME.XXBTZUSD;D;20221027;000000;20775.9000000;20871.3000000;20150.1000000;20286.4000000;4064
KRME.XXBTZUSD;D;20221028;000000;20286.4000000;20743.0000000;20016.3000000;20603.8000000;3852
KRME.XXBTZUSD;D;20221029;000000;20600.7000000;21074.4000000;20565.4000000;20813.6000000;2053
KRME.XXBTZUSD;D;20221030;000000;20813.8000000;20925.0000000;20525.0000000;20625.0000000;1600
KRME.XXBTZUSD;D;20221031;000000;20625.0000000;20823.0000000;20250.1000000;20499.7000000;3144
KRME.XXBTZUSD;D;20221101;000000;20498.0000000;20677.0000000;20339.4000000;20486.5000000;1732
KRME.XXBTZUSD;D;20221102;000000;20486.4000000;20864.3000000;20059.8000000;20153.5000000;3922
KRME.XXBTZUSD;D;20221103;000000;20153.5000000;20383.0000000;20050.0000000;20209.1000000;2858
KRME.XXBTZUSD;D;20221104;000000;20209.3000000;21333.3000000;20185.4000000;21148.7000000;4468
KRME.XXBTZUSD;D;20221105;000000;21149.4000000;21469.3000000;21088.3000000;21299.5000000;1531
KRME.XXBTZUSD;D;20221106;000000;21300.1000000;21360.0000000;20900.0000000;20910.8000000;1316
KRME.XXBTZUSD;D;20221107;000000;20910.0000000;21074.8000000;20400.0000000;20597.4000000;3017
KRME.XXBTZUSD;D;20221108;000000;20592.0000000;20670.4000000;17276.2000000;18544.8000000;16665
KRME.XXBTZUSD;D;20221109;000000;18544.8000000;18577.0000000;15555.0000000;15863.7000000;15943
KRME.XXBTZUSD;D;20221110;000000;15878.7000000;18155.5000000;15732.8000000;17557.2000000;13565
KRME.XXBTZUSD;D;20221111;000000;17555.0000000;17638.0000000;16350.0000000;17009.4000000;7365
KRME.XXBTZUSD;D;20221112;000000;17009.5000000;17066.8000000;16600.0000000;16775.9000000;1715
KRME.XXBTZUSD;D;20221113;000000;16777.0000000;16928.4000000;16222.9000000;16310.0000000;2200
KRME.XXBTZUSD;D;20221114;000000;16310.0000000;17149.7000000;15800.3000000;16585.9000000;5459
KRME.XXBTZUSD;D;20221115;000000;16585.8000000;17098.4000000;16514.1000000;16877.3000000;3911
KRME.XXBTZUSD;D;20221116;000000;16877.4000000;16984.0000000;16370.0000000;16664.0000000;3498
KRME.XXBTZUSD;D;20221117;000000;16658.4000000;16742.3000000;16409.4000000;16681.7000000;2690
KRME.XXBTZUSD;D;20221118;000000;16685.2000000;16979.9000000;16540.8000000;16682.8000000;2788
KRME.XXBTZUSD;D;20221119;000000;16682.7000000;16795.9000000;16550.0000000;16682.3000000;1065
KRME.XXBTZUSD;D;20221120;000000;16684.0000000;16728.7000000;16156.8000000;16264.6000000;1645
KRME.XXBTZUSD;D;20221121;000000;16264.5000000;16283.6000000;15470.5000000;15760.0000000;5944
KRME.XXBTZUSD;D;20221122;000000;15759.7000000;16277.6000000;15582.7000000;16195.0000000;3824
KRME.XXBTZUSD;D;20221123;000000;16198.3000000;16690.0000000;16150.9000000;16599.3000000;3328
KRME.XXBTZUSD;D;20221124;000000;16597.2000000;16791.4000000;16451.5000000;16595.1000000;1786
KRME.XXBTZUSD;D;20221125;000000;16591.7000000;16600.0000000;16347.6000000;16512.1000000;1622
KRME.XXBTZUSD;D;20221126;000000;16514.9000000;16689.0000000;16390.6000000;16452.7000000;1304
KRME.XXBTZUSD;D;20221127;000000;16451.9000000;16588.6000000;16395.3000000;16420.2000000;1322
KRME.XXBTZUSD;D;20221128;000000;16420.2000000;16474.9000000;16000.0000000;16207.5000000;3528
KRME.XXBTZUSD;D;20221129;000000;16207.0000000;16539.0000000;16095.5000000;16428.8000000;3609
KRME.XXBTZUSD;D;20221130;000000;16428.8000000;17250.0000000;16420.2000000;17166.9000000;3970
KRME.XXBTZUSD;D;20221201;000000;17170.6000000;17319.9000000;16870.4000000;16969.9000000;1987
KRME.XXBTZUSD;D;20221202;000000;16971.6000000;17100.1000000;16784.2000000;17088.8000000;2228
KRME.XXBTZUSD;D;20221203;000000;17088.7000000;17171.7000000;16870.5000000;16895.2000000;946
KRME.XXBTZUSD;D;20221204;000000;16895.1000000;17199.0000000;16886.0000000;17118.8000000;1210
KRME.XXBTZUSD;D;20221205;000000;17116.4000000;17440.0000000;16888.0000000;16966.0000000;3021
KRME.XXBTZUSD;D;20221206;000000;16968.9000000;17100.0000000;16915.1000000;17084.7000000;1990
KRME.XXBTZUSD;D;20221207;000000;17087.5000000;17130.0000000;16700.0000000;16837.3000000;1957
KRME.XXBTZUSD;D;20221208;000000;16836.9000000;17298.9000000;16735.9000000;17228.5000000;2504
KRME.XXBTZUSD;D;20221209;000000;17228.0000000;17366.2000000;17066.6000000;17131.1000000;2151
KRME.XXBTZUSD;D;20221210;000000;17131.3000000;17226.8000000;17096.1000000;17124.0000000;605
KRME.XXBTZUSD;D;20221211;000000;17125.0000000;17269.9000000;17070.4000000;17085.8000000;787
KRME.XXBTZUSD;D;20221212;000000;17088.2000000;17247.8000000;16880.0000000;17207.3000000;2463
KRME.XXBTZUSD;D;20221213;000000;17209.5000000;18070.0000000;17090.0000000;17769.1000000;4688
KRME.XXBTZUSD;D;20221214;000000;17769.2000000;18387.5000000;17657.4000000;17804.9000000;4096
KRME.XXBTZUSD;D;20221215;000000;17804.2000000;17853.8000000;17261.4000000;17361.5000000;3157
KRME.XXBTZUSD;D;20221216;000000;17360.9000000;17533.9000000;16541.0000000;16631.0000000;4030
KRME.XXBTZUSD;D;20221217;000000;16631.1000000;16795.0000000;16576.6000000;16782.9000000;1254
KRME.XXBTZUSD;D;20221218;000000;16782.8000000;16865.7000000;16669.1000000;16746.6000000;877
KRME.XXBTZUSD;D;20221219;000000;16745.5000000;16818.9000000;16260.2000000;16440.2000000;2846
KRME.XXBTZUSD;D;20221220;000000;16441.4000000;17067.8000000;16399.9000000;16904.8000000;3103
KRME.XXBTZUSD;D;20221221;000000;16897.4000000;16922.7000000;16729.9000000;16829.4000000;1745
KRME.XXBTZUSD;D;20221222;000000;16823.5000000;16860.0000000;16565.9000000;16816.8000000;2066
KRME.XXBTZUSD;D;20221223;000000;16816.8000000;16949.9000000;16749.9000000;16779.4000000;1974
KRME.XXBTZUSD;D;20221224;000000;16779.3000000;16848.0000000;16776.4000000;16836.7000000;935
KRME.XXBTZUSD;D;20221225;000000;16836.7000000;16847.9000000;16725.4000000;16824.9000000;694
KRME.XXBTZUSD;D;20221226;000000;16824.9000000;16920.0000000;16801.0000000;16914.5000000;1278
KRME.XXBTZUSD;D;20221227;000000;16914.5000000;16962.3000000;16590.1000000;16698.0000000;1931
KRME.XXBTZUSD;D;20221228;000000;16698.0000000;16769.9000000;16453.2000000;16541.6000000;2242
KRME.XXBTZUSD;D;20221229;000000;16541.6000000;16644.3000000;16487.0000000;16628.8000000;1400
KRME.XXBTZUSD;D;20221230;000000;16628.9000000;16683.9000000;16325.2000000;16599.9000000;1988
KRME.XXBTZUSD;D;20221231;000000;16600.0000000;16629.7000000;16464.1000000;16528.2000000;1846
KRME.XXBTZUSD;D;20230101;000000;16528.7000000;16618.7000000;16490.0000000;16614.9000000;1386
KRME.XXBTZUSD;D;20230102;000000;16615.0000000;16777.7000000;16550.0000000;16669.2000000;969
KRME.XXBTZUSD;D;20230103;000000;16668.3000000;16770.2000000;16599.6000000;16669.3000000;2013
KRME.XXBTZUSD;D;20230104;000000;16669.7000000;16987.4000000;16650.1000000;16848.9000000;2317
KRME.XXBTZUSD;D;20230105;000000;16849.3000000;16873.3000000;16752.7000000;16824.9000000;1458
KRME.XXBTZUSD;D;20230106;000000;16825.7000000;17036.0000000;16680.0000000;16951.1000000;2186
KRME.XXBTZUSD;D;20230107;000000;16951.1000000;16974.9000000;16907.7000000;16945.0000000;606
KRME.XXBTZUSD;D;20230108;000000;16945.1000000;17163.2000000;16910.5000000;17127.7000000;1122
KRME.XXBTZUSD;D;20230109;000000;17125.8000000;17391.9000000;17105.6000000;17181.8000000;2639
KRME.XXBTZUSD;D;20230110;000000;17181.8000000;17491.8000000;17150.4000000;17443.1000000;2526
KRME.XXBTZUSD;D;20230111;000000;17443.1000000;17983.4000000;17308.8000000;17943.0000000;3279
KRME.XXBTZUSD;D;20230112;000000;17943.0000000;19098.0000000;17912.9000000;18854.8000000;6096
KRME.XXBTZUSD;D;20230113;000000;18855.5000000;19990.0000000;18720.6000000;19930.0000000;4627
KRME.XXBTZUSD;D;20230114;000000;19930.1000000;21400.0000000;19910.0000000;20959.0000000;5724
KRME.XXBTZUSD;D;20230115;000000;20960.9000000;21066.9000000;20527.3000000;20877.0000000;1550
KRME.XXBTZUSD;D;20230116;000000;20879.4000000;21484.9000000;20620.1000000;21191.3000000;3279
KRME.XXBTZUSD;D;20230117;000000;21189.3000000;21679.1000000;20864.0000000;21148.7000000;3221
KRME.XXBTZUSD;D;20230118;000000;21148.6000000;21639.9000000;20395.5000000;20680.0000000;7504
KRME.XXBTZUSD;D;20230119;000000;20672.0000000;21207.0000000;20658.6000000;21084.2000000;2594
KRME.XXBTZUSD;D;20230120;000000;21084.1000000;22747.5000000;20880.1000000;22682.1000000;4496
KRME.XXBTZUSD;D;20230121;000000;22682.1000000;23428.6000000;22440.3000000;22781.0000000;5484
KRME.XXBTZUSD;D;20230122;000000;22785.6000000;23108.5000000;22301.2000000;22717.1000000;3104
KRME.XXBTZUSD;D;20230123;000000;22717.1000000;23166.6000000;22520.1000000;22926.1000000;3003
KRME.XXBTZUSD;D;20230124;000000;22926.0000000;23158.7000000;22455.9000000;22633.8000000;3071
KRME.XXBTZUSD;D;20230125;000000;22636.0000000;23829.3000000;22320.0000000;23056.5000000;5014
KRME.XXBTZUSD;D;20230126;000000;23063.2000000;23293.3000000;22857.5000000;23010.6000000;3737
KRME.XXBTZUSD;D;20230127;000000;23010.6000000;23500.0000000;22492.8000000;23077.5000000;3416
KRME.XXBTZUSD;D;20230128;000000;23079.9000000;23191.9000000;22900.0000000;23031.1000000;1004
KRME.XXBTZUSD;D;20230129;000000;23031.2000000;23950.0000000;22980.1000000;23751.0000000;3390
KRME.XXBTZUSD;D;20230130;000000;23751.0000000;23798.7000000;22519.2000000;22835.1000000;3947
KRME.XXBTZUSD;D;20230131;000000;22835.0000000;23317.9000000;22724.5000000;23134.9000000;2438
KRME.XXBTZUSD;D;20230201;000000;23135.0000000;23809.2000000;22753.6000000;23732.6000000;4095
KRME.XXBTZUSD;D;20230202;000000;23735.3000000;24282.1000000;23383.7000000;23489.6000000;5471
KRME.XXBTZUSD;D;20230203;000000;23498.0000000;23722.0000000;23221.0000000;23437.0000000;3074
KRME.XXBTZUSD;D;20230204;000000;23437.1000000;23589.8000000;23270.5000000;23327.3000000;1530
KRME.XXBTZUSD;D;20230205;000000;23329.3000000;23428.8000000;22758.4000000;22937.8000000;2337
KRME.XXBTZUSD;D;20230206;000000;22938.2000000;23150.0000000;22599.9000000;22766.3000000;3069
KRME.XXBTZUSD;D;20230207;000000;22765.5000000;23347.7000000;22750.1000000;23253.2000000;2504
KRME.XXBTZUSD;D;20230208;000000;23253.3000000;23450.0000000;22675.5000000;22964.8000000;2329
KRME.XXBTZUSD;D;20230209;000000;22963.6000000;23008.2000000;21700.0000000;21792.0000000;4417
KRME.XXBTZUSD;D;20230210;000000;21792.0000000;21939.9000000;21475.0000000;21639.8000000;2767
KRME.XXBTZUSD;D;20230211;000000;21638.2000000;21909.8000000;21610.9000000;21868.2000000;1349
KRME.XXBTZUSD;D;20230212;000000;21868.2000000;22099.9000000;21640.1000000;21786.0000000;1108
KRME.XXBTZUSD;D;20230213;000000;21786.0000000;21902.2000000;21359.1000000;21791.2000000;2504
KRME.XXBTZUSD;D;20230214;000000;21790.5000000;22331.3000000;21505.0000000;22213.1000000;2688
KRME.XXBTZUSD;D;20230215;000000;22213.2000000;24366.4000000;22038.5000000;24334.5000000;5593
KRME.XXBTZUSD;D;20230216;000000;24340.9000000;25275.7000000;23500.0000000;23521.5000000;6403
KRME.XXBTZUSD;D;20230217;000000;23521.5000000;25010.5000000;23340.4000000;24572.3000000;5277
KRME.XXBTZUSD;D;20230218;000000;24572.4000000;24872.7000000;24434.7000000;24643.7000000;1241
KRME.XXBTZUSD;D;20230219;000000;24643.8000000;25190.0000000;24178.3000000;24287.2000000;2747
KRME.XXBTZUSD;D;20230220;000000;24287.1000000;25117.9000000;23867.9000000;24839.8000000;3648
KRME.XXBTZUSD;D;20230221;000000;24839.9000000;25250.0000000;24154.4000000;24442.1000000;5583
KRME.XXBTZUSD;D;20230222;000000;24442.0000000;24442.7000000;23600.0000000;24186.6000000;4958
KRME.XXBTZUSD;D;20230223;000000;24187.7000000;24602.8000000;23615.3000000;23942.4000000;5272
KRME.XXBTZUSD;D;20230224;000000;23946.4000000;24134.3000000;22800.8000000;23193.8000000;4087
KRME.XXBTZUSD;D;20230225;000000;23193.7000000;23224.9000000;22739.9000000;23167.3000000;1904
KRME.XXBTZUSD;D;20230226;000000;23167.3000000;23685.1000000;23066.7000000;23564.5000000;2683
KRME.XXBTZUSD;D;20230227;000000;23564.4000000;23885.4000000;23108.4000000;23494.4000000;3316
KRME.XXBTZUSD;D;20230228;000000;23491.1000000;23599.0000000;23042.0000000;23133.2000000;2631
KRME.XXBTZUSD;D;20230301;000000;23133.2000000;23977.0000000;23044.0000000;23634.9000000;3264
KRME.XXBTZUSD;D;20230302;000000;23633.7000000;23808.0000000;23202.0000000;23466.5000000;2928
KRME.XXBTZUSD;D;20230303;000000;23466.6000000;23478.5000000;22000.0000000;22356.1000000;4363
KRME.XXBTZUSD;D;20230304;000000;22356.0000000;22401.0000000;22168.5000000;22348.5000000;964
KRME.XXBTZUSD;D;20230305;000000;22348.4000000;22667.2000000;22212.1000000;22426.9000000;1196
KRME.XXBTZUSD;D;20230306;000000;22428.1000000;22600.0000000;22277.1000000;22409.4000000;1585
KRME.XXBTZUSD;D;20230307;000000;22409.3000000;22554.6000000;21904.3000000;22196.9000000;2671
KRME.XXBTZUSD;D;20230308;000000;22194.8000000;22267.9000000;21600.0000000;21699.1000000;2470
KRME.XXBTZUSD;D;20230309;000000;21696.5000000;21819.0000000;20042.3000000;20363.6000000;5816
KRME.XXBTZUSD;D;20230310;000000;20363.7000000;20364.0000000;19549.9000000;20224.7000000;7995
KRME.XXBTZUSD;D;20230311;000000;20224.7000000;20879.0000000;19888.0000000;20616.4000000;9204
KRME.XXBTZUSD;D;20230312;000000;20619.7000000;22299.9000000;20440.3000000;22157.5000000;7386
KRME.XXBTZUSD;D;20230313;000000;22165.1000000;24599.0000000;21867.8000000;24208.3000000;13437
KRME.XXBTZUSD;D;20230314;000000;24214.2000000;26526.0000000;24051.0000000;24753.4000000;12904
KRME.XXBTZUSD;D;20230315;000000;24753.4000000;25300.0000000;23913.3000000;24372.6000000;7630
KRME.XXBTZUSD;D;20230316;000000;24374.8000000;25213.0000000;24210.8000000;25053.7000000;6017
KRME.XXBTZUSD;D;20230317;000000;25053.7000000;27839.2000000;24947.7000000;27447.7000000;11245
KRME.XXBTZUSD;D;20230318;000000;27451.7000000;27795.0000000;26606.0000000;26964.6000000;7435
KRME.XXBTZUSD;D;20230319;000000;26967.3000000;28450.0000000;26890.1000000;28049.9000000;7254
KRME.XXBTZUSD;D;20230320;000000;28055.7000000;28590.6000000;27222.0000000;27773.0000000;9053
KRME.XXBTZUSD;D;20230321;000000;27770.0000000;28473.5000000;27341.0000000;28154.1000000;6092
KRME.XXBTZUSD;D;20230322;000000;28158.2000000;28879.9000000;26623.8000000;27300.0000000;10224
KRME.XXBTZUSD;D;20230323;000000;27300.1000000;28798.9000000;27172.6000000;28321.4000000;7721
KRME.XXBTZUSD;D;20230324;000000;28321.3000000;28399.7000000;27007.7000000;27491.0000000;6586
KRME.XXBTZUSD;D;20230325;000000;27491.1000000;27829.7000000;27163.9000000;27490.5000000;2775
KRME.XXBTZUSD;D;20230326;000000;27489.9000000;28240.4000000;27438.1000000;28000.0000000;2957
KRME.XXBTZUSD;D;20230327;000000;27998.3000000;28038.0000000;26491.9000000;27134.5000000;5711
KRME.XXBTZUSD;D;20230328;000000;27132.6000000;27521.4000000;26600.0000000;27267.6000000;3924
KRME.XXBTZUSD;D;20230329;000000;27267.5000000;28629.4000000;27258.4000000;28358.2000000;5911
KRME.XXBTZUSD;D;20230330;000000;28358.2000000;29190.0000000;27700.0000000;28034.0000000;6069
KRME.XXBTZUSD;D;20230331;000000;28032.8000000;28648.2000000;27520.0000000;28466.8000000;4738
KRME.XXBTZUSD;D;20230401;000000;28468.2000000;28800.0000000;28220.0000000;28462.8000000;2296
KRME.XXBTZUSD;D;20230402;000000;28463.4000000;28530.0000000;27850.1000000;28185.0000000;1972
KRME.XXBTZUSD;D;20230403;000000;28181.5000000;28500.0000000;27212.7000000;27800.7000000;5159
KRME.XXBTZUSD;D;20230404;000000;27800.0000000;28429.0000000;27668.8000000;28175.5000000;2763
KRME.XXBTZUSD;D;20230405;000000;28173.0000000;28792.3000000;27813.1000000;28179.1000000;4402
KRME.XXBTZUSD;D;20230406;000000;28179.0000000;28194.9000000;27700.0000000;28040.0000000;2509
KRME.XXBTZUSD;D;20230407;000000;28040.0000000;28111.3000000;27783.1000000;27922.9000000;1324
KRME.XXBTZUSD;D;20230408;000000;27923.0000000;28170.0000000;27886.0000000;27956.0000000;812
KRME.XXBTZUSD;D;20230409;000000;27955.9000000;28548.7000000;27812.2000000;28333.7000000;1685
KRME.XXBTZUSD;D;20230410;000000;28333.8000000;29800.0000000;28170.0000000;29655.0000000;5345
KRME.XXBTZUSD;D;20230411;000000;29654.9000000;30586.0000000;29615.0000000;30227.6000000;5625
KRME.XXBTZUSD;D;20230412;000000;30227.7000000;30505.5000000;29645.8000000;29895.2000000;4568
KRME.XXBTZUSD;D;20230413;000000;29895.2000000;30650.8000000;29873.9000000;30405.9000000;3985
KRME.XXBTZUSD;D;20230414;000000;30406.0000000;31050.0000000;30000.0000000;30493.2000000;5107
KRME.XXBTZUSD;D;20230415;000000;30493.2000000;30624.1000000;30250.0000000;30315.9000000;1576
KRME.XXBTZUSD;D;20230416;000000;30315.9000000;30555.6000000;30145.0000000;30316.0000000;1432
